%time,field.x,field.y,field.z
1651207310500736794,0.106181054322,2.35292168297,0.0
1651207310601239490,0.106181054322,2.35292168297,0.0
1651207310701294791,0.106181054322,2.35292168297,0.0
1651207310801427180,0.106181054322,2.35292168297,0.0
1651207310901481728,0.106181054322,2.35292168297,0.0
1651207311001260572,0.106181054322,2.35292168297,0.0
1651207311100913581,0.106181054322,2.35292168297,0.0
1651207311201107249,0.14157474068,2.31962559887,0.0
1651207311303167069,0.14157474068,2.31962559887,0.0
1651207311401464155,0.14157474068,2.31962559887,0.0
1651207311501282026,0.14157474068,2.31962559887,0.0
1651207311601661077,0.14157474068,2.31962559887,0.0
1651207311701023860,0.14157474068,2.31962559887,0.0
1651207311801251846,0.14157474068,2.31962559887,0.0
1651207311901769028,0.14157474068,2.31962559887,0.0
1651207312001881918,0.14157474068,2.31962559887,0.0
1651207312103139340,0.14157474068,2.31962559887,0.0
1651207312202214457,0.221210529035,2.30852686175,0.0
1651207312300803020,0.221210529035,2.30852686175,0.0
1651207312401530301,0.221210529035,2.30852686175,0.0
1651207312501473047,0.221210529035,2.30852686175,0.0
1651207312600711331,0.221210529035,2.30852686175,0.0
1651207312701746009,0.221210529035,2.30852686175,0.0
1651207312800699865,0.221210529035,2.30852686175,0.0
1651207312901851250,0.221210529035,2.30852686175,0.0
1651207313001252868,0.221210529035,2.30852686175,0.0
1651207313101448449,0.221210529035,2.30852686175,0.0
1651207313201263309,0.247755792563,2.27523079601,0.0
1651207313301060181,0.247755792563,2.27523079601,0.0
1651207313401821737,0.247755792563,2.27523079601,0.0
1651207313501652884,0.247755792563,2.27523079601,0.0
1651207313603421173,0.247755792563,2.27523079601,0.0
1651207313702357262,0.247755792563,2.27523079601,0.0
1651207313802530767,0.247755792563,2.27523079601,0.0
1651207313900772059,0.247755792563,2.27523079601,0.0
1651207314001834119,0.247755792563,2.27523079601,0.0
1651207314102194381,0.247755792563,2.27523079601,0.0
1651207314200917293,0.283149477406,2.23083604398,0.0
1651207314303177219,0.283149477406,2.23083604398,0.0
1651207314400650333,0.283149477406,2.23083604398,0.0
1651207314501827235,0.283149477406,2.23083604398,0.0
1651207314602216053,0.283149477406,2.23083604398,0.0
1651207314701317155,0.283149477406,2.23083604398,0.0
1651207314801874604,0.283149477406,2.23083604398,0.0
1651207314902664519,0.283149477406,2.23083604398,0.0
1651207315001634831,0.283149477406,2.23083604398,0.0
1651207315102052931,0.283149477406,2.23083604398,0.0
1651207315201630069,0.309694741043,2.20863867353,0.0
1651207315301355500,0.309694741043,2.20863867353,0.0
